Time Box IPL IDF PCO PPS PPL PDF IZ ZS ZM ZL ZG BD BM BF KR FP FM FT FI CEP SF SE SC SL SO PNA PNE PNO SBA SBS SBO WHM WHH WHA WHB WHC WHO PB BB IB DL DR DC
0.000000e+00 10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.351649e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.085426e+11 5.591594e+03 4.517092e+08 4.229918e+06 3.394712e+04 0.000000e+00 3.576973e+02 3.576973e+02 6.259703e+03 5.454884e+01 3.652984e+02 3.433894e+03 8.763585e+02 2.951003e+02 1.600696e+03 3.129852e+02 4.743961e+03 5.097187e+02 8.405887e+01 4.560000e+01 4.560000e+01 4.560000e+01 8.942433e+00 1.351649e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.828980e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.085426e+11 5.591594e+03 6.496996e+08 4.229918e+06 3.394712e+04 0.000000e+00 5.144811e+02 5.144811e+02 9.003419e+03 7.845836e+01 5.254138e+02 4.939018e+03 1.260479e+03 4.244469e+02 2.302303e+03 4.501709e+02 6.823305e+03 7.331355e+02 1.209031e+02 4.560000e+01 4.560000e+01 4.560000e+01 1.286203e+01 1.828980e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.802935e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.085426e+11 5.591594e+03 8.591665e+08 4.229918e+06 3.394712e+04 0.000000e+00 6.803527e+02 6.803527e+02 1.190617e+04 1.037538e+02 6.948102e+02 6.531386e+03 1.666864e+03 5.612910e+02 3.044579e+03 5.953086e+02 9.023178e+03 9.695027e+02 1.598829e+02 4.560000e+01 4.560000e+01 4.560000e+01 1.700882e+01 1.802935e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 13 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.806529e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.085426e+11 5.591594e+03 1.090466e+09 4.229918e+06 3.394712e+04 0.000000e+00 8.635130e+02 8.635130e+02 1.511148e+04 1.316857e+02 8.818627e+02 8.289725e+03 2.115607e+03 7.123982e+02 3.864221e+03 7.555739e+02 1.145234e+04 1.230506e+03 2.029256e+02 4.560000e+01 4.560000e+01 4.560000e+01 2.158783e+01 4.806529e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 14 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.613237e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.085426e+11 5.591594e+03 1.119791e+09 4.229918e+06 3.394712e+04 0.000000e+00 8.867346e+02 8.867346e+02 1.551786e+04 1.352270e+02 9.055777e+02 8.512652e+03 2.172500e+03 7.315561e+02 3.968137e+03 7.758928e+02 1.176032e+04 1.263597e+03 2.083826e+02 4.560000e+01 4.560000e+01 4.560000e+01 2.216837e+01 4.613237e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 15 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 7.074882e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.085426e+11 5.591594e+03 1.890865e+09 4.229918e+06 3.394712e+04 0.000000e+00 1.497330e+03 1.497330e+03 2.620327e+04 2.283428e+02 1.529148e+03 1.437436e+04 3.668457e+03 1.235297e+03 6.700550e+03 1.310163e+03 1.985833e+04 2.133695e+03 3.518724e+02 4.560000e+01 4.560000e+01 4.560000e+01 3.743324e+01 7.074882e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 16 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.390560e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.085426e+11 5.591594e+03 3.875384e+08 4.229918e+06 3.394712e+04 0.000000e+00 3.068821e+02 3.068821e+02 5.370437e+03 4.679952e+01 3.134034e+02 2.946068e+03 7.518612e+02 2.531777e+02 1.373297e+03 2.685219e+02 4.070024e+03 4.373070e+02 7.211730e+01 4.560000e+01 4.560000e+01 4.560000e+01 7.672053e+00 1.390560e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 17 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.481302e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.085426e+11 5.591594e+03 6.970968e+08 4.229918e+06 3.394712e+04 0.000000e+00 5.520137e+02 5.520137e+02 9.660240e+03 8.418209e+01 5.637440e+02 5.299332e+03 1.352434e+03 4.554113e+02 2.470261e+03 4.830120e+02 7.321082e+03 7.866195e+02 1.297232e+02 4.560000e+01 4.560000e+01 4.560000e+01 1.380034e+01 2.481302e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 18 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.079773e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.085426e+11 5.591594e+03 6.799713e+08 4.229918e+06 3.394712e+04 0.000000e+00 5.384525e+02 5.384525e+02 9.422919e+03 8.211401e+01 5.498946e+02 5.169144e+03 1.319209e+03 4.442233e+02 2.409575e+03 4.711459e+02 7.141226e+03 7.672948e+02 1.265363e+02 4.560000e+01 4.560000e+01 4.560000e+01 1.346131e+01 2.079773e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 19 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.052608e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.085426e+11 5.591594e+03 1.024784e+09 4.229918e+06 3.394712e+04 0.000000e+00 8.115010e+02 8.115010e+02 1.420127e+04 1.237539e+02 8.287454e+02 7.790410e+03 1.988177e+03 6.694883e+02 3.631467e+03 7.100634e+02 1.076253e+04 1.156389e+03 1.907027e+02 4.560000e+01 4.560000e+01 4.560000e+01 2.028753e+01 5.052608e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 20 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.074691e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.085426e+11 5.591594e+03 9.019495e+08 4.229918e+06 3.394712e+04 0.000000e+00 7.142315e+02 7.142315e+02 1.249905e+04 1.089203e+02 7.294089e+02 6.856623e+03 1.749867e+03 5.892410e+02 3.196186e+03 6.249526e+02 9.472496e+03 1.017780e+03 1.678444e+02 4.560000e+01 4.560000e+01 4.560000e+01 1.785579e+01 4.074691e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 21 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.475539e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.085426e+11 5.591594e+03 5.494574e+09 4.229918e+06 3.394712e+04 0.000000e+00 4.351018e+03 4.351018e+03 7.614281e+04 6.635302e+02 4.443477e+03 4.176977e+04 1.065999e+04 3.589590e+03 1.947080e+04 3.807140e+03 5.770537e+04 6.200200e+03 1.022489e+03 4.560000e+01 4.560000e+01 4.560000e+01 1.087754e+02 1.475539e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 22 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.504046e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.085426e+11 5.591594e+03 1.480042e+08 4.229918e+06 3.394712e+04 0.000000e+00 1.172009e+02 1.172009e+02 2.051015e+03 1.787313e+01 1.196914e+02 1.125128e+03 2.871421e+02 9.669072e+01 5.244739e+02 1.025508e+02 1.554377e+03 1.670112e+02 2.754220e+01 4.560000e+01 4.560000e+01 4.560000e+01 2.930022e+00 5.504046e+06 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 23 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.252103e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.085426e+11 5.591594e+03 8.311333e+08 4.229918e+06 3.394712e+04 0.000000e+00 6.581539e+02 6.581539e+02 1.151769e+04 1.003685e+02 6.721397e+02 6.318277e+03 1.612477e+03 5.429770e+02 2.945239e+03 5.758847e+02 8.728766e+03 9.378693e+02 1.546662e+02 4.560000e+01 4.560000e+01 4.560000e+01 1.645385e+01 3.252103e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 24 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.811667e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.085426e+11 5.591594e+03 1.209514e+09 4.229918e+06 3.394712e+04 0.000000e+00 9.577839e+02 9.577839e+02 1.676122e+04 1.460620e+02 9.781368e+02 9.194725e+03 2.346571e+03 7.901717e+02 4.286083e+03 8.380609e+02 1.270261e+04 1.364842e+03 2.250792e+02 4.560000e+01 4.560000e+01 4.560000e+01 2.394460e+01 4.811667e+07 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 25 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 26 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 27 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.650000e+02 0 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
3.650000e+02 1 8.514650e-03 1.989239e-02 8.514670e-03 8.514670e-03 8.514670e-03 1.216651e+06 8.514650e-03 1.655906e-02 8.617103e-03 8.713181e-03 8.514670e-03 0.000000e+00 0.000000e+00 0.000000e+00 2.992950e+10 1.310179e-19 7.856892e-21 1.038075e-16 6.929673e-19 8.845311e-03 3.296575e+08 1.856256e+09 4.249955e+10 1.845431e+08 2.294053e+09 5.710648e+07 4.459677e+08 9.280647e+06 9.747917e+07 3.374428e+06 7.297043e+06 7.216506e+09 1.479058e+10 4.172543e+08 3.632102e+08 4.411494e+08 7.409494e+08 4.042628e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 8.514670e-11
3.650000e+02 2 1.975655e-02 4.295868e-02 1.975660e-02 1.975660e-02 1.975660e-02 2.604565e+06 1.975655e-02 3.688458e-02 1.996425e-02 2.015835e-02 1.975660e-02 0.000000e+00 0.000000e+00 0.000000e+00 2.992950e+10 1.310179e-19 7.856892e-21 1.038075e-16 6.929673e-19 2.037024e-02 3.307008e+08 1.856256e+09 4.249955e+10 1.877070e+08 2.294053e+09 6.935312e+07 4.945656e+08 1.032674e+07 9.747917e+07 3.374428e+06 7.297043e+06 7.216506e+09 1.479058e+10 4.193393e+08 3.649490e+08 4.433074e+08 7.422453e+08 3.970532e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.975660e-10
3.650000e+02 3 9.329249e-02 1.801843e-01 9.329268e-02 9.329268e-02 9.329268e-02 1.215059e+07 9.329249e-02 1.726398e-01 9.454447e-02 9.570391e-02 9.329268e-02 0.000000e+00 0.000000e+00 0.000000e+00 2.992950e+10 1.310179e-19 7.856892e-21 1.038075e-16 6.956021e-19 1.137441e-01 3.324304e+08 1.856256e+09 4.249955e+10 1.933857e+08 2.294053e+09 8.283723e+07 5.281364e+08 1.104653e+07 9.747917e+07 3.374428e+06 7.297043e+06 7.216506e+09 1.479058e+10 4.192671e+08 3.648889e+08 4.432315e+08 7.422015e+08 4.037855e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 9.329268e-10
3.650000e+02 4 1.765173e-02 3.982476e-02 1.765176e-02 1.765176e-02 1.765176e-02 2.546927e+06 1.765173e-02 3.456984e-02 1.789129e-02 1.811509e-02 1.765176e-02 0.000000e+00 0.000000e+00 0.000000e+00 2.992950e+10 1.310179e-19 7.856892e-21 1.038075e-16 6.929673e-19 1.858730e-02 3.300051e+08 1.856256e+09 4.249955e+10 1.865617e+08 2.294053e+09 6.593386e+07 4.832549e+08 1.008375e+07 9.747917e+07 3.374428e+06 7.297043e+06 7.216506e+09 1.479058e+10 4.175296e+08 3.634391e+08 4.414332e+08 7.411200e+08 4.057951e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.765176e-10
3.650000e+02 5 3.582669e-02 7.629471e-02 3.582678e-02 3.582678e-02 3.582678e-02 5.004027e+06 3.582669e-02 6.899336e-02 3.632001e-02 3.677914e-02 3.582678e-02 0.000000e+00 0.000000e+00 0.000000e+00 2.992950e+10 1.310179e-19 7.856892e-21 1.038075e-16 6.929673e-19 3.850722e-02 3.304820e+08 1.856256e+09 4.249955e+10 1.890803e+08 2.294053e+09 7.362988e+07 5.086107e+08 1.062824e+07 9.747917e+07 3.374428e+06 7.297043e+06 7.216506e+09 1.479058e+10 4.173757e+08 3.633107e+08 4.412729e+08 7.410247e+08 4.089188e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.582678e-10
3.650000e+02 6 6.671122e-02 1.338273e-01 6.671138e-02 6.671138e-02 6.671138e-02 8.957755e+06 6.671122e-02 1.263313e-01 6.762865e-02 6.847974e-02 6.671138e-02 0.000000e+00 0.000000e+00 0.000000e+00 2.992950e+10 1.310179e-19 7.856892e-21 1.038075e-16 6.929673e-19 7.460817e-02 3.312271e+08 1.856256e+09 4.249955e+10 1.916558e+08 2.294053e+09 7.955064e+07 5.225594e+08 1.092715e+07 9.747917e+07 3.374428e+06 7.297043e+06 7.216506e+09 1.479058e+10 4.172444e+08 3.632006e+08 4.411377e+08 7.409412e+08 4.122012e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 6.671138e-10
3.650000e+02 7 1.062168e-01 1.320765e-01 1.062169e-01 1.062169e-01 1.062169e-01 1.054237e+07 1.062168e-01 1.950289e-01 1.085367e-01 1.105635e-01 1.062169e-01 0.000000e+00 0.000000e+00 0.000000e+00 2.992950e+10 1.871684e-19 1.122413e-20 1.482964e-16 9.922117e-19 1.880360e-01 3.297057e+08 1.856256e+09 4.249955e+10 1.862901e+08 2.294053e+09 6.554147e+07 4.824648e+08 1.006673e+07 9.747917e+07 3.374428e+06 7.297043e+06 7.216506e+09 1.479058e+10 4.164117e+08 3.625100e+08 4.402761e+08 7.404308e+08 4.193436e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.062169e-09
3.650000e+02 8 3.444009e-01 3.989660e-01 3.444011e-01 3.444011e-01 3.444011e-01 3.181692e+07 3.444009e-01 6.229246e-01 3.518071e-01 3.582496e-01 3.444011e-01 0.000000e+00 0.000000e+00 0.000000e+00 2.992950e+10 1.871983e-19 1.122413e-20 1.480412e-16 9.922117e-19 6.705203e-01 3.304989e+08 1.856256e+09 4.249955e+10 1.907766e+08 2.294053e+09 7.791660e+07 5.195203e+08 1.086202e+07 9.747917e+07 3.374428e+06 7.297043e+06 7.216506e+09 1.479058e+10 4.152202e+08 3.615148e+08 4.390419e+08 7.396809e+08 4.461482e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.444011e-09
3.650000e+02 9 5.075108e-01 5.790464e-01 5.075110e-01 5.075110e-01 5.075110e-01 4.628034e+07 5.075108e-01 9.150575e-01 5.183610e-01 5.277953e-01 5.075110e-01 0.000000e+00 0.000000e+00 0.000000e+00 2.992950e+10 1.871983e-19 1.122413e-20 1.480412e-16 9.922117e-19 1.127877e+00 3.312428e+08 1.856256e+09 4.249955e+10 1.927240e+08 2.294053e+09 8.182384e+07 5.268642e+08 1.101928e+07 9.747917e+07 3.374428e+06 7.297043e+06 7.216506e+09 1.479058e+10 4.152039e+08 3.615003e+08 4.390245e+08 7.396688e+08 4.595715e+08 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 5.075110e-09
